 1.602e+00  3.021e-01  4.315e-01  9.755e-01  9.143e-01
 1.620e+00  3.069e-01  4.385e-01  9.828e-01  9.031e-01
 1.637e+00  3.118e-01  4.454e-01  9.901e-01  8.919e-01
 1.656e+00  3.167e-01  4.524e-01  9.974e-01  8.807e-01
 1.671e+00  3.216e-01  4.594e-01  1.005e+00  8.694e-01
 1.688e+00  3.265e-01  4.664e-01  1.012e+00  8.581e-01
 1.706e+00  3.314e-01  4.735e-01  1.019e+00  8.468e-01
 1.724e+00  3.364e-01  4.805e-01  1.027e+00  8.355e-01
 1.744e+00  3.413e-01  4.876e-01  1.034e+00  8.241e-01
 1.764e+00  3.462e-01  4.946e-01  1.042e+00  8.128e-01
 1.814e+00  3.512e-01  5.017e-01  1.049e+00  8.014e-01
 1.832e+00  3.562e-01  5.088e-01  1.056e+00  7.900e-01
 1.851e+00  3.611e-01  5.159e-01  1.064e+00  7.785e-01
 1.869e+00  3.661e-01  5.230e-01  1.071e+00  7.671e-01
 1.886e+00  3.711e-01  5.302e-01  1.079e+00  7.556e-01
 1.904e+00  3.761e-01  5.373e-01  1.086e+00  7.442e-01
 1.921e+00  3.811e-01  5.444e-01  1.094e+00  7.327e-01
 1.938e+00  3.861e-01  5.516e-01  1.101e+00  7.212e-01
 1.955e+00  3.911e-01  5.588e-01  1.109e+00  7.096e-01
 1.974e+00  3.962e-01  5.659e-01  1.116e+00  6.981e-01
 1.994e+00  4.012e-01  5.731e-01  1.124e+00  6.866e-01
 2.013e+00  4.062e-01  5.803e-01  1.131e+00  6.750e-01
 2.070e+00  4.112e-01  5.875e-01  1.139e+00  6.635e-01
 2.090e+00  4.163e-01  5.947e-01  1.146e+00  6.519e-01
 2.109e+00  4.213e-01  6.019e-01  1.154e+00  6.403e-01
 2.126e+00  4.263e-01  6.091e-01  1.161e+00  6.288e-01
 2.144e+00  4.314e-01  6.163e-01  1.169e+00  6.172e-01
 2.162e+00  4.364e-01  6.235e-01  1.176e+00  6.056e-01
 2.177e+00  4.415e-01  6.307e-01  1.184e+00  5.940e-01
 2.194e+00  4.465e-01  6.379e-01  1.192e+00  5.824e-01
 2.212e+00  4.516e-01  6.451e-01  1.199e+00  5.708e-01
 2.229e+00  4.566e-01  6.523e-01  1.207e+00  5.592e-01
 2.248e+00  4.617e-01  6.595e-01  1.214e+00  5.476e-01
 2.272e+00  4.667e-01  6.667e-01  1.222e+00  5.360e-01
 2.367e+00  4.717e-01  6.739e-01  1.229e+00  5.244e-01
 2.383e+00  4.768e-01  6.811e-01  1.237e+00  5.129e-01
 2.401e+00  4.818e-01  6.883e-01  1.244e+00  5.013e-01
 2.420e+00  4.869e-01  6.955e-01  1.252e+00  4.897e-01
 2.437e+00  4.919e-01  7.027e-01  1.259e+00  4.781e-01
 2.461e+00  4.969e-01  7.099e-01  1.267e+00  4.666e-01
 2.471e+00  5.020e-01  7.171e-01  1.275e+00  4.550e-01
 2.490e+00  5.070e-01  7.243e-01  1.282e+00  4.435e-01
 2.507e+00  5.120e-01  7.314e-01  1.290e+00  4.319e-01
 2.525e+00  5.170e-01  7.386e-01  1.297e+00  4.204e-01
 2.545e+00  5.220e-01  7.458e-01  1.305e+00  4.089e-01
 2.567e+00  5.270e-01  7.529e-01  1.312e+00  3.974e-01
 2.645e+00  5.320e-01  7.601e-01  1.320e+00  3.859e-01
 2.663e+00  5.370e-01  7.672e-01  1.327e+00  3.744e-01
 2.683e+00  5.420e-01  7.743e-01  1.334e+00  3.630e-01
 2.700e+00  5.470e-01  7.814e-01  1.342e+00  3.515e-01
 2.720e+00  5.520e-01  7.885e-01  1.349e+00  3.401e-01
 2.738e+00  5.569e-01  7.956e-01  1.357e+00  3.287e-01
 2.755e+00  5.619e-01  8.027e-01  1.364e+00  3.173e-01
 2.771e+00  5.668e-01  8.098e-01  1.372e+00  3.059e-01
 2.790e+00  5.718e-01  8.168e-01  1.379e+00  2.946e-01
 2.806e+00  5.767e-01  8.239e-01  1.386e+00  2.833e-01
 2.826e+00  5.816e-01  8.309e-01  1.394e+00  2.719e-01
 2.845e+00  5.866e-01  8.379e-01  1.401e+00  2.607e-01
 2.912e+00  5.915e-01  8.449e-01  1.408e+00  2.494e-01
 2.922e+00  5.963e-01  8.519e-01  1.416e+00  2.381e-01
 2.942e+00  6.012e-01  8.589e-01  1.423e+00  2.269e-01
 2.965e+00  6.061e-01  8.659e-01  1.430e+00  2.157e-01
 2.981e+00  6.110e-01  8.728e-01  1.438e+00  2.046e-01
 2.997e+00  6.158e-01  8.797e-01  1.445e+00  1.934e-01
 3.014e+00  6.206e-01  8.866e-01  1.452e+00  1.823e-01
 3.032e+00  6.255e-01  8.935e-01  1.459e+00  1.713e-01
 3.049e+00  6.303e-01  9.004e-01  1.466e+00  1.602e-01
 3.072e+00  6.351e-01  9.072e-01  1.474e+00  1.492e-01
 3.091e+00  6.399e-01  9.141e-01  1.481e+00  1.382e-01
 3.107e+00  6.446e-01  9.209e-01  1.488e+00  1.272e-01
 3.175e+00  6.494e-01  9.277e-01  1.495e+00  1.163e-01
 3.190e+00  6.541e-01  9.345e-01  1.502e+00  1.054e-01
 3.209e+00  6.588e-01  9.412e-01  1.509e+00  9.456e-02
 3.225e+00  6.636e-01  9.479e-01  1.516e+00  8.374e-02
 3.242e+00  6.682e-01  9.546e-01  1.523e+00  7.295e-02
 3.260e+00  6.729e-01  9.613e-01  1.530e+00  6.220e-02
 3.275e+00  6.776e-01  9.680e-01  1.537e+00  5.149e-02
 3.292e+00  6.822e-01  9.746e-01  1.544e+00  4.081e-02
 3.309e+00  6.869e-01  9.812e-01  1.551e+00  3.017e-02
 3.327e+00  6.915e-01  9.878e-01  1.558e+00  1.957e-02
