 6.608e-01  4.759e-02  1.055e-01  1.106e+00
 6.736e-01  4.971e-02  1.101e-01  1.107e+00
 6.899e-01  5.175e-02  1.145e-01  1.108e+00
 7.083e-01  5.379e-02  1.189e-01  1.109e+00
 7.234e-01  5.587e-02  1.232e-01  1.110e+00
 7.413e-01  5.790e-02  1.275e-01  1.111e+00
 7.611e-01  5.994e-02  1.317e-01  1.111e+00
 8.334e-01  6.203e-02  1.360e-01  1.112e+00
 8.469e-01  6.503e-02  1.420e-01  1.113e+00
 8.650e-01  6.756e-02  1.470e-01  1.118e+00
 8.860e-01  6.999e-02  1.518e-01  1.120e+00
 9.022e-01  7.242e-02  1.567e-01  1.120e+00
 9.188e-01  7.477e-02  1.613e-01  1.121e+00
 9.334e-01  7.708e-02  1.658e-01  1.119e+00
 9.506e-01  7.931e-02  1.701e-01  1.122e+00
 9.672e-01  8.154e-02  1.744e-01  1.121e+00
 9.849e-01  8.373e-02  1.786e-01  1.120e+00
 1.001e+00  8.592e-02  1.828e-01  1.119e+00
 1.020e+00  8.807e-02  1.869e-01  1.119e+00
 1.040e+00  9.023e-02  1.910e-01  1.117e+00
 1.093e+00  9.241e-02  1.951e-01  1.116e+00
 1.100e+00  9.516e-02  2.003e-01  1.116e+00
 1.119e+00  9.744e-02  2.045e-01  1.112e+00
 1.135e+00  9.974e-02  2.088e-01  1.111e+00
 1.152e+00  1.020e-01  2.129e-01  1.110e+00
 1.168e+00  1.042e-01  2.170e-01  1.109e+00
 1.189e+00  1.064e-01  2.210e-01  1.109e+00
 1.206e+00  1.086e-01  2.250e-01  1.108e+00
 1.224e+00  1.107e-01  2.290e-01  1.105e+00
 1.240e+00  1.129e-01  2.329e-01  1.104e+00
 1.258e+00  1.150e-01  2.367e-01  1.104e+00
 1.281e+00  1.171e-01  2.405e-01  1.105e+00
 1.344e+00  1.193e-01  2.444e-01  1.105e+00
 1.354e+00  1.221e-01  2.495e-01  1.104e+00
 1.372e+00  1.245e-01  2.537e-01  1.103e+00
 1.390e+00  1.269e-01  2.579e-01  1.103e+00
 1.406e+00  1.292e-01  2.620e-01  1.103e+00
 1.423e+00  1.314e-01  2.659e-01  1.102e+00
 1.439e+00  1.336e-01  2.698e-01  1.102e+00
 1.455e+00  1.358e-01  2.735e-01  1.101e+00
 1.471e+00  1.379e-01  2.772e-01  1.101e+00
 1.491e+00  1.400e-01  2.808e-01  1.101e+00
 1.516e+00  1.421e-01  2.845e-01  1.100e+00
 1.536e+00  1.444e-01  2.883e-01  1.099e+00
 1.571e+00  1.465e-01  2.920e-01  1.098e+00
 1.589e+00  1.490e-01  2.961e-01  1.097e+00
 1.608e+00  1.512e-01  2.999e-01  1.096e+00
 1.625e+00  1.534e-01  3.037e-01  1.096e+00
 1.643e+00  1.556e-01  3.073e-01  1.094e+00
 1.660e+00  1.578e-01  3.109e-01  1.094e+00
 1.676e+00  1.599e-01  3.144e-01  1.094e+00
 1.694e+00  1.619e-01  3.178e-01  1.094e+00
 1.715e+00  1.640e-01  3.212e-01  1.093e+00
 1.732e+00  1.661e-01  3.246e-01  1.092e+00
 1.747e+00  1.681e-01  3.279e-01  1.091e+00
 1.768e+00  1.701e-01  3.311e-01  1.091e+00
 1.785e+00  1.722e-01  3.344e-01  1.091e+00
 1.870e+00  1.742e-01  3.376e-01  1.090e+00
 1.905e+00  1.772e-01  3.425e-01  1.089e+00
 1.924e+00  1.801e-01  3.469e-01  1.088e+00
 1.942e+00  1.827e-01  3.510e-01  1.087e+00
 1.960e+00  1.852e-01  3.549e-01  1.086e+00
 1.976e+00  1.876e-01  3.586e-01  1.085e+00
 1.992e+00  1.899e-01  3.622e-01  1.083e+00
 2.010e+00  1.922e-01  3.657e-01  1.083e+00
 2.026e+00  1.945e-01  3.691e-01  1.083e+00
 2.043e+00  1.966e-01  3.724e-01  1.082e+00
 2.060e+00  1.988e-01  3.756e-01  1.081e+00
 2.112e+00  2.009e-01  3.787e-01  1.080e+00
 2.138e+00  2.035e-01  3.826e-01  1.079e+00
 2.151e+00  2.060e-01  3.862e-01  1.078e+00
 2.166e+00  2.083e-01  3.895e-01  1.077e+00
 2.183e+00  2.105e-01  3.926e-01  1.076e+00
 2.200e+00  2.126e-01  3.957e-01  1.075e+00
 2.214e+00  2.147e-01  3.987e-01  1.075e+00
 2.232e+00  2.168e-01  4.016e-01  1.069e+00
 2.248e+00  2.188e-01  4.044e-01  1.068e+00
 2.262e+00  2.207e-01  4.071e-01  1.068e+00
 2.284e+00  2.227e-01  4.098e-01  1.067e+00
 2.297e+00  2.246e-01  4.125e-01  1.066e+00
 2.315e+00  2.265e-01  4.150e-01  1.066e+00
 2.389e+00  2.284e-01  4.175e-01  1.066e+00
 2.406e+00  2.311e-01  4.211e-01  1.065e+00
 2.424e+00  2.334e-01  4.241e-01  1.064e+00
 2.446e+00  2.357e-01  4.269e-01  1.063e+00
 2.468e+00  2.379e-01  4.298e-01  1.062e+00
 2.483e+00  2.401e-01  4.325e-01  1.060e+00
 2.499e+00  2.422e-01  4.352e-01  1.059e+00
 2.516e+00  2.442e-01  4.377e-01  1.059e+00
 2.533e+00  2.462e-01  4.401e-01  1.058e+00
 2.551e+00  2.481e-01  4.425e-01  1.057e+00
 2.568e+00  2.501e-01  4.449e-01  1.055e+00
 2.587e+00  2.520e-01  4.471e-01  1.054e+00
 2.651e+00  2.539e-01  4.494e-01  1.053e+00
 2.662e+00  2.565e-01  4.523e-01  1.051e+00
 2.678e+00  2.586e-01  4.547e-01  1.049e+00
 2.694e+00  2.607e-01  4.570e-01  1.048e+00
 2.710e+00  2.627e-01  4.592e-01  1.047e+00
 2.726e+00  2.646e-01  4.614e-01  1.046e+00
 2.747e+00  2.665e-01  4.634e-01  1.045e+00
 2.773e+00  2.685e-01  4.655e-01  1.044e+00
 2.791e+00  2.705e-01  4.676e-01  1.043e+00
 2.806e+00  2.724e-01  4.696e-01  1.042e+00
 2.823e+00  2.743e-01  4.715e-01  1.040e+00
 2.842e+00  2.761e-01  4.733e-01  1.039e+00
 2.900e+00  2.779e-01  4.751e-01  1.038e+00
 2.921e+00  2.803e-01  4.773e-01  1.037e+00
 2.935e+00  2.825e-01  4.794e-01  1.035e+00
 2.951e+00  2.844e-01  4.812e-01  1.034e+00
 2.966e+00  2.864e-01  4.829e-01  1.033e+00
 2.982e+00  2.882e-01  4.846e-01  1.031e+00
 2.997e+00  2.901e-01  4.862e-01  1.029e+00
 3.014e+00  2.918e-01  4.878e-01  1.028e+00
 3.030e+00  2.936e-01  4.893e-01  1.027e+00
 3.048e+00  2.953e-01  4.907e-01  1.025e+00
 3.066e+00  2.970e-01  4.921e-01  1.024e+00
 3.081e+00  2.987e-01  4.935e-01  1.023e+00
 3.100e+00  3.004e-01  4.948e-01  1.022e+00
 3.148e+00  3.020e-01  4.960e-01  1.021e+00
 3.165e+00  3.041e-01  4.975e-01  1.019e+00
 3.183e+00  3.060e-01  4.989e-01  1.018e+00
 3.201e+00  3.077e-01  5.001e-01  1.016e+00
 3.219e+00  3.095e-01  5.013e-01  1.014e+00
 3.238e+00  3.112e-01  5.025e-01  1.013e+00
 3.253e+00  3.130e-01  5.036e-01  1.011e+00
 3.270e+00  3.146e-01  5.046e-01  1.010e+00
 3.287e+00  3.163e-01  5.057e-01  1.008e+00
 3.304e+00  3.179e-01  5.066e-01  1.007e+00
 3.323e+00  3.195e-01  5.075e-01  1.005e+00
 3.345e+00  3.211e-01  5.084e-01  1.004e+00
 3.411e+00  3.228e-01  5.093e-01  1.002e+00
 3.427e+00  3.250e-01  5.104e-01  1.001e+00
 3.448e+00  3.269e-01  5.113e-01  9.982e-01
 3.466e+00  3.288e-01  5.122e-01  9.961e-01
 3.484e+00  3.306e-01  5.129e-01  9.941e-01
 3.499e+00  3.324e-01  5.137e-01  9.918e-01
 3.516e+00  3.341e-01  5.144e-01  9.902e-01
 3.532e+00  3.357e-01  5.150e-01  9.882e-01
 3.549e+00  3.373e-01  5.156e-01  9.863e-01
 3.566e+00  3.390e-01  5.161e-01  9.844e-01
 3.583e+00  3.405e-01  5.166e-01  9.826e-01
 3.602e+00  3.421e-01  5.171e-01  9.809e-01
 3.670e+00  3.437e-01  5.175e-01  9.792e-01
 3.703e+00  3.458e-01  5.180e-01  9.777e-01
 3.719e+00  3.479e-01  5.184e-01  9.753e-01
 3.736e+00  3.497e-01  5.187e-01  9.728e-01
 3.753e+00  3.515e-01  5.190e-01  9.705e-01
 3.769e+00  3.532e-01  5.192e-01  9.685e-01
 3.784e+00  3.549e-01  5.194e-01  9.664e-01
 3.800e+00  3.565e-01  5.196e-01  9.644e-01
 3.816e+00  3.581e-01  5.197e-01  9.624e-01
 3.834e+00  3.597e-01  5.198e-01  9.602e-01
 3.852e+00  3.612e-01  5.198e-01  9.581e-01
 3.871e+00  3.627e-01  5.198e-01  9.560e-01
 3.912e+00  3.642e-01  5.198e-01  9.540e-01
 3.931e+00  3.660e-01  5.197e-01  9.521e-01
 3.949e+00  3.676e-01  5.195e-01  9.498e-01
 3.967e+00  3.692e-01  5.193e-01  9.474e-01
 3.983e+00  3.707e-01  5.191e-01  9.451e-01
 4.001e+00  3.722e-01  5.189e-01  9.429e-01
 4.020e+00  3.737e-01  5.186e-01  9.407e-01
 4.032e+00  3.752e-01  5.183e-01  9.385e-01
 4.048e+00  3.765e-01  5.180e-01  9.364e-01
 4.065e+00  3.779e-01  5.176e-01  9.343e-01
 4.083e+00  3.793e-01  5.172e-01  9.322e-01
 4.103e+00  3.806e-01  5.168e-01  9.301e-01
 4.122e+00  3.820e-01  5.163e-01  9.280e-01
 4.182e+00  3.833e-01  5.158e-01  9.260e-01
 4.198e+00  3.851e-01  5.150e-01  9.239e-01
 4.219e+00  3.867e-01  5.143e-01  9.209e-01
 4.237e+00  3.882e-01  5.136e-01  9.180e-01
 4.253e+00  3.897e-01  5.129e-01  9.153e-01
 4.271e+00  3.911e-01  5.121e-01  9.127e-01
 4.287e+00  3.925e-01  5.113e-01  9.101e-01
 4.305e+00  3.939e-01  5.105e-01  9.074e-01
 4.322e+00  3.952e-01  5.097e-01  9.049e-01
 4.339e+00  3.966e-01  5.088e-01  9.023e-01
 4.358e+00  3.979e-01  5.079e-01  8.998e-01
 4.377e+00  3.992e-01  5.070e-01  8.975e-01
 4.397e+00  4.005e-01  5.060e-01  8.951e-01
 4.434e+00  4.018e-01  5.050e-01  8.926e-01
 4.450e+00  4.032e-01  5.038e-01  8.900e-01
 4.469e+00  4.046e-01  5.027e-01  8.869e-01
 4.488e+00  4.059e-01  5.015e-01  8.839e-01
 4.507e+00  4.072e-01  5.003e-01  8.809e-01
 4.524e+00  4.085e-01  4.991e-01  8.780e-01
 4.541e+00  4.097e-01  4.979e-01  8.751e-01
 4.557e+00  4.110e-01  4.967e-01  8.724e-01
 4.577e+00  4.122e-01  4.954e-01  8.698e-01
 4.596e+00  4.134e-01  4.941e-01  8.671e-01
 4.616e+00  4.146e-01  4.928e-01  8.644e-01
 4.635e+00  4.158e-01  4.914e-01  8.616e-01
 4.671e+00  4.170e-01  4.900e-01  8.587e-01
 4.690e+00  4.183e-01  4.883e-01  8.557e-01
 4.709e+00  4.196e-01  4.867e-01  8.523e-01
 4.728e+00  4.208e-01  4.851e-01  8.492e-01
 4.746e+00  4.220e-01  4.835e-01  8.460e-01
 4.763e+00  4.232e-01  4.819e-01  8.433e-01
 4.780e+00  4.244e-01  4.803e-01  8.402e-01
 4.798e+00  4.255e-01  4.786e-01  8.372e-01
 4.817e+00  4.266e-01  4.770e-01  8.342e-01
 4.837e+00  4.277e-01  4.752e-01  8.317e-01
 4.855e+00  4.289e-01  4.735e-01  8.285e-01
 4.878e+00  4.300e-01  4.717e-01  8.254e-01
 4.943e+00  4.311e-01  4.699e-01  8.220e-01
 4.982e+00  4.326e-01  4.673e-01  8.185e-01
 5.025e+00  4.341e-01  4.646e-01  8.137e-01
 5.043e+00  4.357e-01  4.617e-01  8.086e-01
 5.059e+00  4.371e-01  4.591e-01  8.030e-01
 5.074e+00  4.384e-01  4.566e-01  7.980e-01
 5.091e+00  4.397e-01  4.541e-01  7.937e-01
 5.110e+00  4.409e-01  4.517e-01  7.895e-01
 5.126e+00  4.421e-01  4.493e-01  7.854e-01
 5.142e+00  4.433e-01  4.468e-01  7.811e-01
 5.205e+00  4.444e-01  4.445e-01  7.768e-01
 5.222e+00  4.458e-01  4.412e-01  7.728e-01
 5.238e+00  4.471e-01  4.383e-01  7.675e-01
 5.253e+00  4.483e-01  4.355e-01  7.624e-01
 5.271e+00  4.495e-01  4.328e-01  7.580e-01
 5.286e+00  4.506e-01  4.301e-01  7.534e-01
 5.300e+00  4.516e-01  4.275e-01  7.488e-01
 5.315e+00  4.527e-01  4.250e-01  7.445e-01
 5.328e+00  4.536e-01  4.224e-01  7.405e-01
 5.343e+00  4.546e-01  4.200e-01  7.367e-01
 5.359e+00  4.555e-01  4.175e-01  7.331e-01
 5.376e+00  4.564e-01  4.150e-01  7.292e-01
 5.392e+00  4.573e-01  4.126e-01  7.252e-01
 5.410e+00  4.582e-01  4.101e-01  7.214e-01
 5.458e+00  4.591e-01  4.076e-01  7.174e-01
 5.471e+00  4.601e-01  4.044e-01  7.139e-01
 5.488e+00  4.611e-01  4.015e-01  7.092e-01
 5.504e+00  4.619e-01  3.988e-01  7.044e-01
 5.522e+00  4.628e-01  3.960e-01  6.995e-01
 5.535e+00  4.637e-01  3.932e-01  6.948e-01
 5.550e+00  4.645e-01  3.906e-01  6.903e-01
 5.565e+00  4.653e-01  3.879e-01  6.863e-01
 5.586e+00  4.661e-01  3.853e-01  6.825e-01
 5.609e+00  4.668e-01  3.825e-01  6.784e-01
 5.625e+00  4.677e-01  3.796e-01  6.739e-01
 5.642e+00  4.684e-01  3.768e-01  6.691e-01
 5.660e+00  4.692e-01  3.740e-01  6.647e-01
 5.702e+00  4.699e-01  3.712e-01  6.602e-01
 5.714e+00  4.708e-01  3.678e-01  6.559e-01
 5.731e+00  4.716e-01  3.647e-01  6.503e-01
 5.748e+00  4.724e-01  3.617e-01  6.451e-01
 5.768e+00  4.731e-01  3.587e-01  6.405e-01
 5.783e+00  4.738e-01  3.556e-01  6.358e-01
 5.799e+00  4.746e-01  3.526e-01  6.313e-01
 5.816e+00  4.752e-01  3.497e-01  6.268e-01
 5.833e+00  4.759e-01  3.467e-01  6.217e-01
 5.851e+00  4.766e-01  3.437e-01  6.165e-01
 5.868e+00  4.773e-01  3.407e-01  6.118e-01
 5.904e+00  4.779e-01  3.377e-01  6.069e-01
 5.999e+00  4.787e-01  3.341e-01  6.021e-01
 6.019e+00  4.798e-01  3.286e-01  5.936e-01
 6.043e+00  4.807e-01  3.240e-01  5.873e-01
 6.060e+00  4.816e-01  3.196e-01  5.798e-01
 6.070e+00  4.824e-01  3.154e-01  5.724e-01
 6.085e+00  4.831e-01  3.115e-01  5.649e-01
 6.102e+00  4.839e-01  3.076e-01  5.581e-01
 6.117e+00  4.846e-01  3.038e-01  5.516e-01
 6.132e+00  4.852e-01  3.001e-01  5.452e-01
 6.150e+00  4.859e-01  2.964e-01  5.385e-01
 6.168e+00  4.865e-01  2.927e-01  5.322e-01
 6.191e+00  4.871e-01  2.890e-01  5.265e-01
 6.259e+00  4.878e-01  2.852e-01  5.202e-01
 6.273e+00  4.886e-01  2.800e-01  5.133e-01
 6.290e+00  4.893e-01  2.755e-01  5.060e-01
 6.307e+00  4.899e-01  2.713e-01  4.982e-01
 6.323e+00  4.906e-01  2.671e-01  4.895e-01
 6.340e+00  4.912e-01  2.630e-01  4.821e-01
 6.355e+00  4.917e-01  2.590e-01  4.750e-01
 6.371e+00  4.923e-01  2.551e-01  4.687e-01
 6.388e+00  4.928e-01  2.513e-01  4.619e-01
 6.405e+00  4.933e-01  2.474e-01  4.566e-01
 6.425e+00  4.938e-01  2.436e-01  4.511e-01
 6.445e+00  4.943e-01  2.397e-01  4.452e-01
 6.463e+00  4.948e-01  2.358e-01  4.386e-01
 6.552e+00  4.953e-01  2.320e-01  4.331e-01
 6.557e+00  4.960e-01  2.259e-01  4.272e-01
 6.600e+00  4.966e-01  2.212e-01  4.165e-01
 6.618e+00  4.971e-01  2.158e-01  4.044e-01
 6.633e+00  4.977e-01  2.108e-01  3.934e-01
 6.648e+00  4.982e-01  2.061e-01  3.843e-01
 6.672e+00  4.987e-01  2.016e-01  3.749e-01
 6.681e+00  4.991e-01  1.969e-01  3.661e-01
 6.698e+00  4.995e-01  1.927e-01  3.572e-01
 6.710e+00  4.999e-01  1.884e-01  3.495e-01
 6.726e+00  5.003e-01  1.843e-01  3.417e-01
 6.743e+00  5.007e-01  1.802e-01  3.355e-01
 6.778e+00  5.011e-01  1.761e-01  3.297e-01
 6.794e+00  5.014e-01  1.715e-01  3.233e-01
 6.813e+00  5.018e-01  1.672e-01  3.147e-01
 6.830e+00  5.021e-01  1.629e-01  3.059e-01
 6.850e+00  5.025e-01  1.587e-01  2.982e-01
 6.867e+00  5.028e-01  1.545e-01  2.898e-01
 6.888e+00  5.031e-01  1.503e-01  2.817e-01
 6.911e+00  5.034e-01  1.461e-01  2.738e-01
 6.932e+00  5.037e-01  1.417e-01  2.657e-01
 6.949e+00  5.039e-01  1.374e-01  2.586e-01
 6.968e+00  5.042e-01  1.332e-01  2.499e-01
 6.992e+00  5.044e-01  1.290e-01  2.415e-01
 7.088e+00  5.047e-01  1.246e-01  2.339e-01
 7.103e+00  5.051e-01  1.176e-01  2.260e-01
 7.122e+00  5.053e-01  1.120e-01  2.143e-01
 7.141e+00  5.056e-01  1.067e-01  2.029e-01
 7.157e+00  5.058e-01  1.014e-01  1.908e-01
 7.170e+00  5.061e-01  9.645e-02  1.816e-01
 7.221e+00  5.063e-01  9.170e-02  1.723e-01
 7.246e+00  5.065e-01  8.579e-02  1.621e-01
 7.255e+00  5.067e-01  8.021e-02  1.518e-01
 7.269e+00  5.069e-01  7.523e-02  1.399e-01
 7.282e+00  5.070e-01  7.041e-02  1.282e-01
 7.335e+00  5.071e-01  6.579e-02  1.177e-01
 7.340e+00  5.073e-01  5.993e-02  1.072e-01
 7.349e+00  5.074e-01  5.508e-02  9.652e-02
 7.362e+00  5.075e-01  5.056e-02  8.638e-02
 7.373e+00  5.076e-01  4.613e-02  7.779e-02
 7.386e+00  5.077e-01  4.190e-02  6.977e-02
 7.399e+00  5.077e-01  3.775e-02  6.142e-02
 7.413e+00  5.078e-01  3.373e-02  5.290e-02
 7.427e+00  5.079e-01  2.977e-02  4.563e-02
 7.444e+00  5.079e-01  2.587e-02  3.884e-02
 7.460e+00  5.079e-01  2.196e-02  3.134e-02
 7.477e+00  5.079e-01  1.807e-02  2.425e-02
 7.521e+00  5.079e-01  1.420e-02  1.734e-02
 7.596e+00  5.080e-01  9.394e-03  1.025e-02
 7.609e+00  5.079e-01  2.967e-03  7.288e-03
 7.626e+00  5.079e-01 -2.307e-03  7.841e-03
 7.642e+00  5.079e-01 -7.278e-03  3.926e-03
 7.658e+00  5.078e-01 -1.208e-02  3.214e-03
 7.674e+00  5.078e-01 -1.675e-02  3.444e-03
 7.690e+00  5.077e-01 -2.133e-02  5.235e-03
 7.705e+00  5.076e-01 -2.581e-02  8.134e-03
 7.719e+00  5.076e-01 -3.016e-02  1.107e-02
 7.738e+00  5.075e-01 -3.438e-02  1.264e-02
 7.754e+00  5.074e-01 -3.868e-02  1.605e-02
 7.769e+00  5.073e-01 -4.286e-02  2.117e-02
 7.787e+00  5.072e-01 -4.695e-02  2.567e-02
 7.845e+00  5.071e-01 -5.107e-02  3.001e-02
 7.899e+00  5.069e-01 -5.654e-02  3.609e-02
 7.915e+00  5.067e-01 -6.265e-02  4.517e-02
 7.931e+00  5.065e-01 -6.797e-02  5.423e-02
 7.945e+00  5.063e-01 -7.295e-02  6.333e-02
 7.961e+00  5.061e-01 -7.772e-02  7.142e-02
 7.977e+00  5.059e-01 -8.237e-02  8.033e-02
 7.991e+00  5.057e-01 -8.692e-02  9.010e-02
 8.006e+00  5.055e-01 -9.131e-02  9.836e-02
 8.020e+00  5.053e-01 -9.560e-02  1.062e-01
 8.036e+00  5.051e-01 -9.975e-02  1.151e-01
 8.055e+00  5.049e-01 -1.039e-01  1.222e-01
 8.070e+00  5.046e-01 -1.080e-01  1.298e-01
 8.088e+00  5.044e-01 -1.121e-01  1.380e-01
 8.129e+00  5.042e-01 -1.161e-01  1.459e-01
 8.233e+00  5.039e-01 -1.209e-01  1.527e-01
 8.252e+00  5.034e-01 -1.282e-01  1.689e-01
 8.269e+00  5.029e-01 -1.342e-01  1.796e-01
 8.286e+00  5.025e-01 -1.396e-01  1.906e-01
 8.301e+00  5.022e-01 -1.448e-01  2.025e-01
 8.317e+00  5.018e-01 -1.498e-01  2.137e-01
 8.333e+00  5.014e-01 -1.547e-01  2.241e-01
 8.348e+00  5.010e-01 -1.594e-01  2.340e-01
 8.364e+00  5.006e-01 -1.639e-01  2.424e-01
 8.380e+00  5.002e-01 -1.684e-01  2.529e-01
 8.397e+00  4.999e-01 -1.727e-01  2.541e-01
 8.418e+00  4.995e-01 -1.770e-01  2.623e-01
 8.441e+00  4.991e-01 -1.813e-01  2.721e-01
 8.488e+00  4.986e-01 -1.858e-01  2.814e-01
 8.506e+00  4.981e-01 -1.909e-01  2.902e-01
 8.525e+00  4.976e-01 -1.957e-01  3.006e-01
 8.542e+00  4.971e-01 -2.002e-01  3.108e-01
 8.559e+00  4.967e-01 -2.046e-01  3.217e-01
 8.576e+00  4.962e-01 -2.089e-01  3.286e-01
 8.593e+00  4.957e-01 -2.131e-01  3.372e-01
 8.612e+00  4.952e-01 -2.172e-01  3.461e-01
 8.630e+00  4.947e-01 -2.213e-01  3.546e-01
 8.647e+00  4.942e-01 -2.253e-01  3.628e-01
 8.666e+00  4.938e-01 -2.292e-01  3.709e-01
 8.689e+00  4.933e-01 -2.332e-01  3.789e-01
 8.763e+00  4.927e-01 -2.372e-01  3.864e-01
 8.792e+00  4.920e-01 -2.428e-01  3.947e-01
 8.824e+00  4.912e-01 -2.479e-01  4.059e-01
 8.842e+00  4.905e-01 -2.531e-01  4.163e-01
 8.861e+00  4.898e-01 -2.578e-01  4.269e-01
 8.874e+00  4.891e-01 -2.624e-01  4.369e-01
 8.891e+00  4.884e-01 -2.667e-01  4.458e-01
 8.911e+00  4.878e-01 -2.710e-01  4.543e-01
 8.940e+00  4.871e-01 -2.752e-01  4.625e-01
 8.961e+00  4.864e-01 -2.796e-01  4.714e-01
 9.049e+00  4.857e-01 -2.839e-01  4.799e-01
 9.063e+00  4.846e-01 -2.900e-01  4.885e-01
 9.098e+00  4.837e-01 -2.950e-01  4.977e-01
 9.125e+00  4.827e-01 -3.002e-01  5.100e-01
 9.154e+00  4.818e-01 -3.052e-01  5.210e-01
 9.165e+00  4.808e-01 -3.102e-01  5.308e-01
 9.180e+00  4.800e-01 -3.147e-01  5.412e-01
 9.195e+00  4.791e-01 -3.191e-01  5.494e-01
 9.210e+00  4.783e-01 -3.232e-01  5.574e-01
 9.223e+00  4.774e-01 -3.272e-01  5.657e-01
 9.231e+00  4.767e-01 -3.310e-01  5.725e-01
 9.246e+00  4.759e-01 -3.345e-01  5.789e-01
 9.291e+00  4.752e-01 -3.380e-01  5.852e-01
 9.301e+00  4.742e-01 -3.421e-01  5.916e-01
 9.312e+00  4.734e-01 -3.457e-01  5.986e-01
 9.329e+00  4.726e-01 -3.491e-01  6.049e-01
 9.344e+00  4.718e-01 -3.524e-01  6.112e-01
 9.361e+00  4.711e-01 -3.557e-01  6.176e-01
 9.381e+00  4.703e-01 -3.589e-01  6.230e-01
 9.423e+00  4.695e-01 -3.621e-01  6.280e-01
 9.484e+00  4.685e-01 -3.658e-01  6.334e-01
 9.559e+00  4.673e-01 -3.702e-01  6.400e-01
 9.575e+00  4.659e-01 -3.753e-01  6.451e-01
 9.594e+00  4.646e-01 -3.797e-01  6.536e-01
 9.611e+00  4.635e-01 -3.837e-01  6.622e-01
 9.626e+00  4.623e-01 -3.875e-01  6.702e-01
 9.640e+00  4.613e-01 -3.912e-01  6.774e-01
 9.657e+00  4.602e-01 -3.946e-01  6.837e-01
 9.672e+00  4.592e-01 -3.980e-01  6.892e-01
 9.688e+00  4.581e-01 -4.012e-01  6.952e-01
 9.730e+00  4.571e-01 -4.043e-01  7.009e-01
 9.865e+00  4.559e-01 -4.079e-01  7.064e-01
 9.879e+00  4.539e-01 -4.135e-01  7.128e-01
 9.898e+00  4.523e-01 -4.179e-01  7.193e-01
 9.912e+00  4.508e-01 -4.218e-01  7.272e-01
 9.928e+00  4.494e-01 -4.255e-01  7.363e-01
 9.941e+00  4.480e-01 -4.290e-01  7.428e-01
 9.955e+00  4.468e-01 -4.323e-01  7.493e-01
 9.969e+00  4.455e-01 -4.354e-01  7.556e-01
 9.983e+00  4.443e-01 -4.383e-01  7.612e-01
 1.000e+01  4.431e-01 -4.412e-01  7.663e-01
 1.004e+01  4.419e-01 -4.439e-01  7.714e-01
 1.013e+01  4.406e-01 -4.470e-01  7.765e-01
 1.014e+01  4.387e-01 -4.509e-01  7.822e-01
 1.016e+01  4.371e-01 -4.541e-01  7.891e-01
 1.017e+01  4.357e-01 -4.571e-01  7.949e-01
 1.018e+01  4.343e-01 -4.598e-01  8.003e-01
 1.020e+01  4.330e-01 -4.625e-01  8.052e-01
 1.021e+01  4.317e-01 -4.650e-01  8.099e-01
 1.023e+01  4.304e-01 -4.673e-01  8.143e-01
